contact_pair	end2	region1	region2	pixel_size	chrom2	chrom1	start2	dist_from_diag	end1	start1	Sample	value	Patient	Celltype
(('chr5', 50960000, 50970000), ('chr5', 55220000, 55230000))	55230000	('chr5', 50960000, 50970000)	('chr5', 55220000, 55230000)	100000000	chr5	chr5	55220000	4260000.0	50970000	50960000	318_NeuN+	2.116778557056763	318	NeuN+
(('chr5', 50960000, 50970000), ('chr5', 73440000, 73450000))	73450000	('chr5', 50960000, 50970000)	('chr5', 73440000, 73450000)	100000000	chr5	chr5	73440000	22480000.0	50970000	50960000	318_NeuN+	1.933597660300547	318	NeuN+
(('chr5', 50960000, 50970000), ('chr5', 77630000, 77640000))	77640000	('chr5', 50960000, 50970000)	('chr5', 77630000, 77640000)	100000000	chr5	chr5	77630000	26670000.0	50970000	50960000	318_NeuN+	2.5037856325771513	318	NeuN+
(('chr5', 50960000, 50970000), ('chr5', 154460000, 154470000))	154470000	('chr5', 50960000, 50970000)	('chr5', 154460000, 154470000)	100000000	chr5	chr5	154460000	103500000.0	50970000	50960000	318_NeuN+	0.504910593796677	318	NeuN+
(('chr5', 51380000, 51390000), ('chr5', 55160000, 55170000))	55170000	('chr5', 51380000, 51390000)	('chr5', 55160000, 55170000)	100000000	chr5	chr5	55160000	3780000.0	51390000	51380000	318_NeuN+	2.006151844546508	318	NeuN+
(('chr5', 51380000, 51390000), ('chr5', 55220000, 55230000))	55230000	('chr5', 51380000, 51390000)	('chr5', 55220000, 55230000)	100000000	chr5	chr5	55220000	3840000.0	51390000	51380000	318_NeuN+	1.8191731484190885	318	NeuN+
(('chr5', 51380000, 51390000), ('chr5', 73440000, 73450000))	73450000	('chr5', 51380000, 51390000)	('chr5', 73440000, 73450000)	100000000	chr5	chr5	73440000	22060000.0	51390000	51380000	318_NeuN+	3.3615351463767866	318	NeuN+
(('chr5', 51380000, 51390000), ('chr5', 77630000, 77640000))	77640000	('chr5', 51380000, 51390000)	('chr5', 77630000, 77640000)	100000000	chr5	chr5	77630000	26250000.0	51390000	51380000	318_NeuN+	4.311683586178166	318	NeuN+
(('chr5', 51380000, 51390000), ('chr5', 77960000, 77970000))	77970000	('chr5', 51380000, 51390000)	('chr5', 77960000, 77970000)	100000000	chr5	chr5	77960000	26580000.0	51390000	51380000	318_NeuN+	2.927304095544847	318	NeuN+
(('chr5', 51380000, 51390000), ('chr5', 123080000, 123090000))	123090000	('chr5', 51380000, 51390000)	('chr5', 123080000, 123090000)	100000000	chr5	chr5	123080000	71700000.0	51390000	51380000	318_NeuN+	2.8445228797918234	318	NeuN+
(('chr5', 51380000, 51390000), ('chr5', 135020000, 135030000))	135030000	('chr5', 51380000, 51390000)	('chr5', 135020000, 135030000)	100000000	chr5	chr5	135020000	83640000.0	51390000	51380000	318_NeuN+	1.7922996357085943	318	NeuN+
(('chr5', 51380000, 51390000), ('chr5', 154460000, 154470000))	154470000	('chr5', 51380000, 51390000)	('chr5', 154460000, 154470000)	100000000	chr5	chr5	154460000	103080000.0	51390000	51380000	318_NeuN+	1.912672803847679	318	NeuN+
(('chr5', 51380000, 51390000), ('chr5', 159080000, 159090000))	159090000	('chr5', 51380000, 51390000)	('chr5', 159080000, 159090000)	100000000	chr5	chr5	159080000	107700000.0	51390000	51380000	318_NeuN+	0.6195159076974854	318	NeuN+
(('chr5', 55160000, 55170000), ('chr5', 73440000, 73450000))	73450000	('chr5', 55160000, 55170000)	('chr5', 73440000, 73450000)	100000000	chr5	chr5	73440000	18280000.0	55170000	55160000	318_NeuN+	2.6962832833312196	318	NeuN+
(('chr5', 55160000, 55170000), ('chr5', 77630000, 77640000))	77640000	('chr5', 55160000, 55170000)	('chr5', 77630000, 77640000)	100000000	chr5	chr5	77630000	22470000.0	55170000	55160000	318_NeuN+	1.8071451520680066	318	NeuN+
(('chr5', 55220000, 55230000), ('chr5', 73440000, 73450000))	73450000	('chr5', 55220000, 55230000)	('chr5', 73440000, 73450000)	100000000	chr5	chr5	73440000	18220000.0	55230000	55220000	318_NeuN+	2.2855143889710927	318	NeuN+
(('chr5', 55220000, 55230000), ('chr5', 146320000, 146330000))	146330000	('chr5', 55220000, 55230000)	('chr5', 146320000, 146330000)	100000000	chr5	chr5	146320000	91100000.0	55230000	55220000	318_NeuN+	1.9216081422044735	318	NeuN+
(('chr5', 73440000, 73450000), ('chr5', 77630000, 77640000))	77640000	('chr5', 73440000, 73450000)	('chr5', 77630000, 77640000)	100000000	chr5	chr5	77630000	4190000.0	73450000	73440000	318_NeuN+	4.054871139645044	318	NeuN+
(('chr5', 73440000, 73450000), ('chr5', 77960000, 77970000))	77970000	('chr5', 73440000, 73450000)	('chr5', 77960000, 77970000)	100000000	chr5	chr5	77960000	4520000.0	73450000	73440000	318_NeuN+	3.809310512105539	318	NeuN+
(('chr5', 73440000, 73450000), ('chr5', 123080000, 123090000))	123090000	('chr5', 73440000, 73450000)	('chr5', 123080000, 123090000)	100000000	chr5	chr5	123080000	49640000.0	73450000	73440000	318_NeuN+	2.007534638948195	318	NeuN+
(('chr5', 73440000, 73450000), ('chr5', 135020000, 135030000))	135030000	('chr5', 73440000, 73450000)	('chr5', 135020000, 135030000)	100000000	chr5	chr5	135020000	61580000.0	73450000	73440000	318_NeuN+	4.077851043469976	318	NeuN+
(('chr5', 73440000, 73450000), ('chr5', 146320000, 146330000))	146330000	('chr5', 73440000, 73450000)	('chr5', 146320000, 146330000)	100000000	chr5	chr5	146320000	72880000.0	73450000	73440000	318_NeuN+	2.9509542793483265	318	NeuN+
(('chr5', 73440000, 73450000), ('chr5', 154460000, 154470000))	154470000	('chr5', 73440000, 73450000)	('chr5', 154460000, 154470000)	100000000	chr5	chr5	154460000	81020000.0	73450000	73440000	318_NeuN+	3.759806861064061	318	NeuN+
(('chr5', 73440000, 73450000), ('chr5', 159080000, 159090000))	159090000	('chr5', 73440000, 73450000)	('chr5', 159080000, 159090000)	100000000	chr5	chr5	159080000	85640000.0	73450000	73440000	318_NeuN+	1.6999232672945686	318	NeuN+
(('chr5', 73440000, 73450000), ('chr5', 171310000, 171320000))	171320000	('chr5', 73440000, 73450000)	('chr5', 171310000, 171320000)	100000000	chr5	chr5	171310000	97870000.0	73450000	73440000	318_NeuN+	4.503584298420503	318	NeuN+
(('chr5', 73440000, 73450000), ('chr5', 173230000, 173240000))	173240000	('chr5', 73440000, 73450000)	('chr5', 173230000, 173240000)	100000000	chr5	chr5	173230000	99790000.0	73450000	73440000	318_NeuN+	4.6808880614730155	318	NeuN+
(('chr5', 73440000, 73450000), ('chr5', 174720000, 174730000))	174730000	('chr5', 73440000, 73450000)	('chr5', 174720000, 174730000)	100000000	chr5	chr5	174720000	101280000.0	73450000	73440000	318_NeuN+	3.826798330229406	318	NeuN+
(('chr5', 73440000, 73450000), ('chr5', 181040000, 181050000))	181050000	('chr5', 73440000, 73450000)	('chr5', 181040000, 181050000)	100000000	chr5	chr5	181040000	107600000.0	73450000	73440000	318_NeuN+	4.47365209477965	318	NeuN+
(('chr5', 77630000, 77640000), ('chr5', 77960000, 77970000))	77970000	('chr5', 77630000, 77640000)	('chr5', 77960000, 77970000)	100000000	chr5	chr5	77960000	330000.0	77640000	77630000	318_NeuN+	1.2044674654758358	318	NeuN+
(('chr5', 77630000, 77640000), ('chr5', 123080000, 123090000))	123090000	('chr5', 77630000, 77640000)	('chr5', 123080000, 123090000)	100000000	chr5	chr5	123080000	45450000.0	77640000	77630000	318_NeuN+	2.284992719033647	318	NeuN+
(('chr5', 77630000, 77640000), ('chr5', 135020000, 135030000))	135030000	('chr5', 77630000, 77640000)	('chr5', 135020000, 135030000)	100000000	chr5	chr5	135020000	57390000.0	77640000	77630000	318_NeuN+	2.5889447957501512	318	NeuN+
(('chr5', 77630000, 77640000), ('chr5', 146320000, 146330000))	146330000	('chr5', 77630000, 77640000)	('chr5', 146320000, 146330000)	100000000	chr5	chr5	146320000	68690000.0	77640000	77630000	318_NeuN+	3.382039941111456	318	NeuN+
(('chr5', 77630000, 77640000), ('chr5', 154460000, 154470000))	154470000	('chr5', 77630000, 77640000)	('chr5', 154460000, 154470000)	100000000	chr5	chr5	154460000	76830000.0	77640000	77630000	318_NeuN+	3.1556063775803267	318	NeuN+
(('chr5', 77630000, 77640000), ('chr5', 171310000, 171320000))	171320000	('chr5', 77630000, 77640000)	('chr5', 171310000, 171320000)	100000000	chr5	chr5	171310000	93680000.0	77640000	77630000	318_NeuN+	3.5075098242840284	318	NeuN+
(('chr5', 77630000, 77640000), ('chr5', 173230000, 173240000))	173240000	('chr5', 77630000, 77640000)	('chr5', 173230000, 173240000)	100000000	chr5	chr5	173230000	95600000.0	77640000	77630000	318_NeuN+	3.7108566072648603	318	NeuN+
(('chr5', 77630000, 77640000), ('chr5', 174720000, 174730000))	174730000	('chr5', 77630000, 77640000)	('chr5', 174720000, 174730000)	100000000	chr5	chr5	174720000	97090000.0	77640000	77630000	318_NeuN+	4.750121939463258	318	NeuN+
(('chr5', 77630000, 77640000), ('chr5', 181040000, 181050000))	181050000	('chr5', 77630000, 77640000)	('chr5', 181040000, 181050000)	100000000	chr5	chr5	181040000	103410000.0	77640000	77630000	318_NeuN+	2.497595311688569	318	NeuN+
(('chr5', 77960000, 77970000), ('chr5', 135020000, 135030000))	135030000	('chr5', 77960000, 77970000)	('chr5', 135020000, 135030000)	100000000	chr5	chr5	135020000	57060000.0	77970000	77960000	318_NeuN+	2.9663257683415902	318	NeuN+
(('chr5', 77960000, 77970000), ('chr5', 146320000, 146330000))	146330000	('chr5', 77960000, 77970000)	('chr5', 146320000, 146330000)	100000000	chr5	chr5	146320000	68360000.0	77970000	77960000	318_NeuN+	1.3082003608308816	318	NeuN+
(('chr5', 77960000, 77970000), ('chr5', 154460000, 154470000))	154470000	('chr5', 77960000, 77970000)	('chr5', 154460000, 154470000)	100000000	chr5	chr5	154460000	76500000.0	77970000	77960000	318_NeuN+	3.0617698044681148	318	NeuN+
(('chr5', 77960000, 77970000), ('chr5', 171310000, 171320000))	171320000	('chr5', 77960000, 77970000)	('chr5', 171310000, 171320000)	100000000	chr5	chr5	171310000	93350000.0	77970000	77960000	318_NeuN+	2.309289706839669	318	NeuN+
(('chr5', 77960000, 77970000), ('chr5', 173230000, 173240000))	173240000	('chr5', 77960000, 77970000)	('chr5', 173230000, 173240000)	100000000	chr5	chr5	173230000	95270000.0	77970000	77960000	318_NeuN+	4.17704180249156	318	NeuN+
(('chr5', 77960000, 77970000), ('chr5', 174720000, 174730000))	174730000	('chr5', 77960000, 77970000)	('chr5', 174720000, 174730000)	100000000	chr5	chr5	174720000	96760000.0	77970000	77960000	318_NeuN+	2.6206871437042296	318	NeuN+
(('chr5', 77960000, 77970000), ('chr5', 181040000, 181050000))	181050000	('chr5', 77960000, 77970000)	('chr5', 181040000, 181050000)	100000000	chr5	chr5	181040000	103080000.0	77970000	77960000	318_NeuN+	3.4014184308660234	318	NeuN+
(('chr5', 123080000, 123090000), ('chr5', 135020000, 135030000))	135030000	('chr5', 123080000, 123090000)	('chr5', 135020000, 135030000)	100000000	chr5	chr5	135020000	11940000.0	123090000	123080000	318_NeuN+	0.9947862109358782	318	NeuN+
(('chr5', 135020000, 135030000), ('chr5', 146320000, 146330000))	146330000	('chr5', 135020000, 135030000)	('chr5', 146320000, 146330000)	100000000	chr5	chr5	146320000	11300000.0	135030000	135020000	318_NeuN+	1.5639330399254054	318	NeuN+
(('chr5', 135020000, 135030000), ('chr5', 154460000, 154470000))	154470000	('chr5', 135020000, 135030000)	('chr5', 154460000, 154470000)	100000000	chr5	chr5	154460000	19440000.0	135030000	135020000	318_NeuN+	2.208785457280868	318	NeuN+
(('chr5', 135020000, 135030000), ('chr5', 171310000, 171320000))	171320000	('chr5', 135020000, 135030000)	('chr5', 171310000, 171320000)	100000000	chr5	chr5	171310000	36290000.0	135030000	135020000	318_NeuN+	2.705410940797562	318	NeuN+
(('chr5', 135020000, 135030000), ('chr5', 173230000, 173240000))	173240000	('chr5', 135020000, 135030000)	('chr5', 173230000, 173240000)	100000000	chr5	chr5	173230000	38210000.0	135030000	135020000	318_NeuN+	3.216424501459626	318	NeuN+
(('chr5', 135020000, 135030000), ('chr5', 174720000, 174730000))	174730000	('chr5', 135020000, 135030000)	('chr5', 174720000, 174730000)	100000000	chr5	chr5	174720000	39700000.0	135030000	135020000	318_NeuN+	3.121879183188688	318	NeuN+
(('chr5', 135020000, 135030000), ('chr5', 181040000, 181050000))	181050000	('chr5', 135020000, 135030000)	('chr5', 181040000, 181050000)	100000000	chr5	chr5	181040000	46020000.0	135030000	135020000	318_NeuN+	2.9516084994310186	318	NeuN+
(('chr5', 146320000, 146330000), ('chr5', 154460000, 154470000))	154470000	('chr5', 146320000, 146330000)	('chr5', 154460000, 154470000)	100000000	chr5	chr5	154460000	8140000.0	146330000	146320000	318_NeuN+	1.3945390890594027	318	NeuN+
(('chr5', 146320000, 146330000), ('chr5', 159080000, 159090000))	159090000	('chr5', 146320000, 146330000)	('chr5', 159080000, 159090000)	100000000	chr5	chr5	159080000	12760000.0	146330000	146320000	318_NeuN+	1.3696653388017432	318	NeuN+
(('chr5', 146320000, 146330000), ('chr5', 171310000, 171320000))	171320000	('chr5', 146320000, 146330000)	('chr5', 171310000, 171320000)	100000000	chr5	chr5	171310000	24990000.0	146330000	146320000	318_NeuN+	1.7858294792216929	318	NeuN+
(('chr5', 146320000, 146330000), ('chr5', 173230000, 173240000))	173240000	('chr5', 146320000, 146330000)	('chr5', 173230000, 173240000)	100000000	chr5	chr5	173230000	26910000.0	146330000	146320000	318_NeuN+	2.042100861098491	318	NeuN+
(('chr5', 146320000, 146330000), ('chr5', 174720000, 174730000))	174730000	('chr5', 146320000, 146330000)	('chr5', 174720000, 174730000)	100000000	chr5	chr5	174720000	28400000.0	146330000	146320000	318_NeuN+	2.4802448065903078	318	NeuN+
(('chr5', 146320000, 146330000), ('chr5', 181040000, 181050000))	181050000	('chr5', 146320000, 146330000)	('chr5', 181040000, 181050000)	100000000	chr5	chr5	181040000	34720000.0	146330000	146320000	318_NeuN+	1.6468954024691422	318	NeuN+
(('chr5', 154460000, 154470000), ('chr5', 159080000, 159090000))	159090000	('chr5', 154460000, 154470000)	('chr5', 159080000, 159090000)	100000000	chr5	chr5	159080000	4620000.0	154470000	154460000	318_NeuN+	1.6274557686665159	318	NeuN+
(('chr5', 154460000, 154470000), ('chr5', 171310000, 171320000))	171320000	('chr5', 154460000, 154470000)	('chr5', 171310000, 171320000)	100000000	chr5	chr5	171310000	16850000.0	154470000	154460000	318_NeuN+	3.2024493858708265	318	NeuN+
(('chr5', 154460000, 154470000), ('chr5', 173230000, 173240000))	173240000	('chr5', 154460000, 154470000)	('chr5', 173230000, 173240000)	100000000	chr5	chr5	173230000	18770000.0	154470000	154460000	318_NeuN+	2.8475105043253977	318	NeuN+
(('chr5', 154460000, 154470000), ('chr5', 174720000, 174730000))	174730000	('chr5', 154460000, 154470000)	('chr5', 174720000, 174730000)	100000000	chr5	chr5	174720000	20260000.0	154470000	154460000	318_NeuN+	2.5923063403543996	318	NeuN+
(('chr5', 159080000, 159090000), ('chr5', 171310000, 171320000))	171320000	('chr5', 159080000, 159090000)	('chr5', 171310000, 171320000)	100000000	chr5	chr5	171310000	12230000.0	159090000	159080000	318_NeuN+	2.4496339457563456	318	NeuN+
(('chr5', 159080000, 159090000), ('chr5', 174720000, 174730000))	174730000	('chr5', 159080000, 159090000)	('chr5', 174720000, 174730000)	100000000	chr5	chr5	174720000	15640000.0	159090000	159080000	318_NeuN+	1.3206437695642743	318	NeuN+
(('chr5', 171310000, 171320000), ('chr5', 173230000, 173240000))	173240000	('chr5', 171310000, 171320000)	('chr5', 173230000, 173240000)	100000000	chr5	chr5	173230000	1920000.0	171320000	171310000	318_NeuN+	0.8359094260504157	318	NeuN+
(('chr5', 171310000, 171320000), ('chr5', 174720000, 174730000))	174730000	('chr5', 171310000, 171320000)	('chr5', 174720000, 174730000)	100000000	chr5	chr5	174720000	3410000.0	171320000	171310000	318_NeuN+	1.4812840321195568	318	NeuN+
(('chr5', 173230000, 173240000), ('chr5', 174720000, 174730000))	174730000	('chr5', 173230000, 173240000)	('chr5', 174720000, 174730000)	100000000	chr5	chr5	174720000	1490000.0	173240000	173230000	318_NeuN+	1.6190854407831146	318	NeuN+
(('chr6', 27270000, 27280000), ('chr6', 27520000, 27530000))	27530000	('chr6', 27270000, 27280000)	('chr6', 27520000, 27530000)	100000000	chr6	chr6	27520000	250000.0	27280000	27270000	318_NeuN+	1.4481876515161303	318	NeuN+
(('chr6', 27270000, 27280000), ('chr6', 27860000, 27870000))	27870000	('chr6', 27270000, 27280000)	('chr6', 27860000, 27870000)	100000000	chr6	chr6	27860000	590000.0	27280000	27270000	318_NeuN+	2.01936942450921	318	NeuN+
(('chr6', 27270000, 27280000), ('chr6', 50710000, 50720000))	50720000	('chr6', 27270000, 27280000)	('chr6', 50710000, 50720000)	100000000	chr6	chr6	50710000	23440000.0	27280000	27270000	318_NeuN+	2.051856032538895	318	NeuN+
(('chr6', 27270000, 27280000), ('chr6', 50820000, 50830000))	50830000	('chr6', 27270000, 27280000)	('chr6', 50820000, 50830000)	100000000	chr6	chr6	50820000	23550000.0	27280000	27270000	318_NeuN+	2.10051944462656	318	NeuN+
(('chr6', 27270000, 27280000), ('chr6', 84750000, 84760000))	84760000	('chr6', 27270000, 27280000)	('chr6', 84750000, 84760000)	100000000	chr6	chr6	84750000	57480000.0	27280000	27270000	318_NeuN+	2.6320641599970642	318	NeuN+
(('chr6', 27270000, 27280000), ('chr6', 99580000, 99590000))	99590000	('chr6', 27270000, 27280000)	('chr6', 99580000, 99590000)	100000000	chr6	chr6	99580000	72310000.0	27280000	27270000	318_NeuN+	3.552911615243689	318	NeuN+
(('chr6', 27270000, 27280000), ('chr6', 100450000, 100460000))	100460000	('chr6', 27270000, 27280000)	('chr6', 100450000, 100460000)	100000000	chr6	chr6	100450000	73180000.0	27280000	27270000	318_NeuN+	2.243134093788166	318	NeuN+
(('chr6', 27520000, 27530000), ('chr6', 27860000, 27870000))	27870000	('chr6', 27520000, 27530000)	('chr6', 27860000, 27870000)	100000000	chr6	chr6	27860000	340000.0	27530000	27520000	318_NeuN+	1.2048893973045287	318	NeuN+
(('chr6', 27520000, 27530000), ('chr6', 50710000, 50720000))	50720000	('chr6', 27520000, 27530000)	('chr6', 50710000, 50720000)	100000000	chr6	chr6	50710000	23190000.0	27530000	27520000	318_NeuN+	2.068705992093891	318	NeuN+
(('chr6', 27520000, 27530000), ('chr6', 50820000, 50830000))	50830000	('chr6', 27520000, 27530000)	('chr6', 50820000, 50830000)	100000000	chr6	chr6	50820000	23300000.0	27530000	27520000	318_NeuN+	2.0876786790711273	318	NeuN+
(('chr6', 27520000, 27530000), ('chr6', 84750000, 84760000))	84760000	('chr6', 27520000, 27530000)	('chr6', 84750000, 84760000)	100000000	chr6	chr6	84750000	57230000.0	27530000	27520000	318_NeuN+	2.4513495195044204	318	NeuN+
(('chr6', 27520000, 27530000), ('chr6', 99580000, 99590000))	99590000	('chr6', 27520000, 27530000)	('chr6', 99580000, 99590000)	100000000	chr6	chr6	99580000	72060000.0	27530000	27520000	318_NeuN+	3.816833699919854	318	NeuN+
(('chr6', 27520000, 27530000), ('chr6', 100450000, 100460000))	100460000	('chr6', 27520000, 27530000)	('chr6', 100450000, 100460000)	100000000	chr6	chr6	100450000	72930000.0	27530000	27520000	318_NeuN+	2.8596458303405443	318	NeuN+
(('chr6', 27520000, 27530000), ('chr6', 108140000, 108150000))	108150000	('chr6', 27520000, 27530000)	('chr6', 108140000, 108150000)	100000000	chr6	chr6	108140000	80620000.0	27530000	27520000	318_NeuN+	2.83728375669947	318	NeuN+
(('chr6', 27520000, 27530000), ('chr6', 117260000, 117270000))	117270000	('chr6', 27520000, 27530000)	('chr6', 117260000, 117270000)	100000000	chr6	chr6	117260000	89740000.0	27530000	27520000	318_NeuN+	2.1432910138541486	318	NeuN+
(('chr6', 27860000, 27870000), ('chr6', 50710000, 50720000))	50720000	('chr6', 27860000, 27870000)	('chr6', 50710000, 50720000)	100000000	chr6	chr6	50710000	22850000.0	27870000	27860000	318_NeuN+	2.51528870890795	318	NeuN+
(('chr6', 27860000, 27870000), ('chr6', 84750000, 84760000))	84760000	('chr6', 27860000, 27870000)	('chr6', 84750000, 84760000)	100000000	chr6	chr6	84750000	56890000.0	27870000	27860000	318_NeuN+	1.853058802543855	318	NeuN+
(('chr6', 27860000, 27870000), ('chr6', 99580000, 99590000))	99590000	('chr6', 27860000, 27870000)	('chr6', 99580000, 99590000)	100000000	chr6	chr6	99580000	71720000.0	27870000	27860000	318_NeuN+	2.897347635865346	318	NeuN+
(('chr6', 27860000, 27870000), ('chr6', 100450000, 100460000))	100460000	('chr6', 27860000, 27870000)	('chr6', 100450000, 100460000)	100000000	chr6	chr6	100450000	72590000.0	27870000	27860000	318_NeuN+	2.1662268443541497	318	NeuN+
(('chr6', 27860000, 27870000), ('chr6', 108140000, 108150000))	108150000	('chr6', 27860000, 27870000)	('chr6', 108140000, 108150000)	100000000	chr6	chr6	108140000	80280000.0	27870000	27860000	318_NeuN+	1.9229662745649279	318	NeuN+
(('chr6', 50710000, 50720000), ('chr6', 84750000, 84760000))	84760000	('chr6', 50710000, 50720000)	('chr6', 84750000, 84760000)	100000000	chr6	chr6	84750000	34040000.0	50720000	50710000	318_NeuN+	2.2699962176752497	318	NeuN+
(('chr6', 50710000, 50720000), ('chr6', 99580000, 99590000))	99590000	('chr6', 50710000, 50720000)	('chr6', 99580000, 99590000)	100000000	chr6	chr6	99580000	48870000.0	50720000	50710000	318_NeuN+	3.0629497718174385	318	NeuN+
(('chr6', 50710000, 50720000), ('chr6', 100450000, 100460000))	100460000	('chr6', 50710000, 50720000)	('chr6', 100450000, 100460000)	100000000	chr6	chr6	100450000	49740000.0	50720000	50710000	318_NeuN+	3.479939203226823	318	NeuN+
(('chr6', 50710000, 50720000), ('chr6', 104940000, 104950000))	104950000	('chr6', 50710000, 50720000)	('chr6', 104940000, 104950000)	100000000	chr6	chr6	104940000	54230000.0	50720000	50710000	318_NeuN+	1.3300197710086374	318	NeuN+
(('chr6', 50710000, 50720000), ('chr6', 117260000, 117270000))	117270000	('chr6', 50710000, 50720000)	('chr6', 117260000, 117270000)	100000000	chr6	chr6	117260000	66550000.0	50720000	50710000	318_NeuN+	2.0133261770995787	318	NeuN+
(('chr6', 50820000, 50830000), ('chr6', 84750000, 84760000))	84760000	('chr6', 50820000, 50830000)	('chr6', 84750000, 84760000)	100000000	chr6	chr6	84750000	33930000.0	50830000	50820000	318_NeuN+	1.5938062194503413	318	NeuN+
(('chr6', 50820000, 50830000), ('chr6', 99580000, 99590000))	99590000	('chr6', 50820000, 50830000)	('chr6', 99580000, 99590000)	100000000	chr6	chr6	99580000	48760000.0	50830000	50820000	318_NeuN+	3.0882240100315776	318	NeuN+
(('chr6', 50820000, 50830000), ('chr6', 100450000, 100460000))	100460000	('chr6', 50820000, 50830000)	('chr6', 100450000, 100460000)	100000000	chr6	chr6	100450000	49630000.0	50830000	50820000	318_NeuN+	3.1906083705525523	318	NeuN+
(('chr6', 50820000, 50830000), ('chr6', 117260000, 117270000))	117270000	('chr6', 50820000, 50830000)	('chr6', 117260000, 117270000)	100000000	chr6	chr6	117260000	66440000.0	50830000	50820000	318_NeuN+	2.0449089240928044	318	NeuN+
(('chr6', 84750000, 84760000), ('chr6', 99580000, 99590000))	99590000	('chr6', 84750000, 84760000)	('chr6', 99580000, 99590000)	100000000	chr6	chr6	99580000	14830000.0	84760000	84750000	318_NeuN+	4.694523104202305	318	NeuN+
(('chr6', 84750000, 84760000), ('chr6', 100450000, 100460000))	100460000	('chr6', 84750000, 84760000)	('chr6', 100450000, 100460000)	100000000	chr6	chr6	100450000	15700000.0	84760000	84750000	318_NeuN+	4.321678924109475	318	NeuN+
(('chr6', 84750000, 84760000), ('chr6', 104940000, 104950000))	104950000	('chr6', 84750000, 84760000)	('chr6', 104940000, 104950000)	100000000	chr6	chr6	104940000	20190000.0	84760000	84750000	318_NeuN+	1.5745587163951893	318	NeuN+
(('chr6', 84750000, 84760000), ('chr6', 105980000, 105990000))	105990000	('chr6', 84750000, 84760000)	('chr6', 105980000, 105990000)	100000000	chr6	chr6	105980000	21230000.0	84760000	84750000	318_NeuN+	2.0185469178930973	318	NeuN+
(('chr6', 84750000, 84760000), ('chr6', 117260000, 117270000))	117270000	('chr6', 84750000, 84760000)	('chr6', 117260000, 117270000)	100000000	chr6	chr6	117260000	32510000.0	84760000	84750000	318_NeuN+	3.1391555388872594	318	NeuN+
(('chr6', 84750000, 84760000), ('chr6', 133840000, 133850000))	133850000	('chr6', 84750000, 84760000)	('chr6', 133840000, 133850000)	100000000	chr6	chr6	133840000	49090000.0	84760000	84750000	318_NeuN+	2.55166068322449	318	NeuN+
(('chr6', 84750000, 84760000), ('chr6', 137480000, 137490000))	137490000	('chr6', 84750000, 84760000)	('chr6', 137480000, 137490000)	100000000	chr6	chr6	137480000	52730000.0	84760000	84750000	318_NeuN+	2.076164673941044	318	NeuN+
(('chr6', 99580000, 99590000), ('chr6', 100450000, 100460000))	100460000	('chr6', 99580000, 99590000)	('chr6', 100450000, 100460000)	100000000	chr6	chr6	100450000	870000.0	99590000	99580000	318_NeuN+	1.8071859669537718	318	NeuN+
(('chr6', 99580000, 99590000), ('chr6', 104940000, 104950000))	104950000	('chr6', 99580000, 99590000)	('chr6', 104940000, 104950000)	100000000	chr6	chr6	104940000	5360000.0	99590000	99580000	318_NeuN+	2.9450193307796444	318	NeuN+
(('chr6', 99580000, 99590000), ('chr6', 105980000, 105990000))	105990000	('chr6', 99580000, 99590000)	('chr6', 105980000, 105990000)	100000000	chr6	chr6	105980000	6400000.0	99590000	99580000	318_NeuN+	3.8342594954697806	318	NeuN+
(('chr6', 99580000, 99590000), ('chr6', 108140000, 108150000))	108150000	('chr6', 99580000, 99590000)	('chr6', 108140000, 108150000)	100000000	chr6	chr6	108140000	8560000.0	99590000	99580000	318_NeuN+	1.9252688771752806	318	NeuN+
(('chr6', 99580000, 99590000), ('chr6', 117260000, 117270000))	117270000	('chr6', 99580000, 99590000)	('chr6', 117260000, 117270000)	100000000	chr6	chr6	117260000	17680000.0	99590000	99580000	318_NeuN+	3.596594055177426	318	NeuN+
(('chr6', 99580000, 99590000), ('chr6', 137480000, 137490000))	137490000	('chr6', 99580000, 99590000)	('chr6', 137480000, 137490000)	100000000	chr6	chr6	137480000	37900000.0	99590000	99580000	318_NeuN+	2.33679440026411	318	NeuN+
(('chr6', 100450000, 100460000), ('chr6', 104940000, 104950000))	104950000	('chr6', 100450000, 100460000)	('chr6', 104940000, 104950000)	100000000	chr6	chr6	104940000	4490000.0	100460000	100450000	318_NeuN+	3.174059498374049	318	NeuN+
(('chr6', 100450000, 100460000), ('chr6', 105980000, 105990000))	105990000	('chr6', 100450000, 100460000)	('chr6', 105980000, 105990000)	100000000	chr6	chr6	105980000	5530000.0	100460000	100450000	318_NeuN+	3.62542079312498	318	NeuN+
(('chr6', 100450000, 100460000), ('chr6', 108140000, 108150000))	108150000	('chr6', 100450000, 100460000)	('chr6', 108140000, 108150000)	100000000	chr6	chr6	108140000	7690000.0	100460000	100450000	318_NeuN+	1.7702306668052161	318	NeuN+
(('chr6', 100450000, 100460000), ('chr6', 117260000, 117270000))	117270000	('chr6', 100450000, 100460000)	('chr6', 117260000, 117270000)	100000000	chr6	chr6	117260000	16810000.0	100460000	100450000	318_NeuN+	3.4288049082911023	318	NeuN+
